  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3586699    
  0.6487030      0.8124696      0.8169684      0.6581722      0.3664919    
  0.0000000E+00  0.0000000E+00  0.6487031       1.172310       1.469179    
   1.476646       1.189886      0.6625131      0.0000000E+00  0.0000000E+00
  0.8124696       1.469179       1.840336       1.850090       1.490741    
  0.8298873      0.0000000E+00  0.0000000E+00  0.8169684       1.476646    
   1.850090       1.859844       1.498208      0.8343862      0.0000000E+00
  0.0000000E+00  0.6581722       1.189886       1.490741       1.498208    
   1.207461      0.6719823      0.0000000E+00  0.0000000E+00  0.3664919    
  0.6625130      0.8298873      0.8343862      0.6719823      0.3743139    
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
